APMC,Commodity,arrivals_in_qtl,min_price,max_price,modal_price,date
Rahata,Soybean,34,3422,3428,3422,2016-08
Rahata,Pomegranate,56574,250,14623,5519,2016-08
Rahata,Lemon,13,1667,2000,1722,2015-08
Rahata,Lemon,11,4136,4136,4136,2016-08
Rahata,Melon,37,326,376,326,2016-08
Rahata,Ginger (Fresh),12,4955,5045,4955,2015-08
Rahata,Ginger (Fresh),33,2346,2731,2446,2016-08
Rahata,Potato,1142,800,1000,900,2015-08
Rahata,Potato,2128,1385,1715,1546,2016-08
Rahata,Beet Root,2,800,1000,800,2015-08
Rahata,Beet Root,3,1233,1233,1233,2016-08
Rahata,Ladies Finger,128,827,1600,1264,2015-08
Rahata,Ladies Finger,155,1454,1877,1662,2016-08
Rahata,Bottle Gourd,1514,437,1083,773,2015-08
Rahata,Bottle Gourd,158,488,750,596,2016-08
Rahata,Flower,830,10,20,15,2015-08
Rahata,Flower,120,418,655,518,2016-08
Rahata,Carrot,11,3045,3045,3045,2015-08
Rahata,Carrot,5,2400,2400,2400,2016-08
Rahata,Ghevda,11,2700,2800,2700,2015-08
Rahata,Ghevda,12,2409,2500,2409,2016-08
Rahata,Curry Leaves,50,5,10,5,2015-08
Rahata,Cucumber,137,609,1136,882,2015-08
Rahata,Cucumber,139,392,608,477,2016-08
Rahata,Onion,31658,1600,5192,3900,2015-08
Rahata,Onion,189428,189,982,621,2016-08
Rahata,Bitter Gourd,47,1536,2155,1764,2015-08
Rahata,Bitter Gourd,56,1367,1917,1642,2016-08
Rahata,Cabbage,2300,8,13,10,2015-08
Rahata,Cabbage,181,600,1062,815,2016-08
Rahata,Garlic,14,5773,6455,5773,2015-08
Rahata,Garlic,28,8847,10154,9270,2016-08
Rahata,Capsicum,71,1318,2273,1855,2015-08
Rahata,Capsicum,52,1813,2938,2388,2016-08
Rahata,Sweet Potato,2,2000,2500,2000,2016-08
Rahata,Shevga,26,2300,3100,2620,2015-08
Rahata,Shevga,40,2070,2560,2290,2016-08
Rahata,Tomato,349,436,973,691,2015-08
Rahata,Tomato,322,531,1177,900,2016-08
Rahata,Small Gourd,7,1667,1750,1667,2015-08
Rahata,Small Gourd,10,1660,1760,1700,2016-08
Rahata,Walvad,2,2000,2000,2000,2015-08
Rahata,Walvad,10,1960,2520,2060,2016-08
Rahata,Brinjal,50,1050,1790,1400,2015-08
Rahata,Brinjal,70,1292,1862,1523,2016-08
Rahata,Green Chilli,231,2091,3045,2600,2015-08
Rahata,Green Chilli,251,2331,3092,2685,2016-08
Rahuri,Ground Nut Pods (Dry),212,3433,5633,4542,2016-08
Rahuri,Pomegranate,335,200,7813,4008,2016-08
Rahuri,Melon,25,100,233,167,2016-08
Rahuri,Potato,376,1600,1855,1727,2016-08
Rahuri,Ladies Finger,201,271,1586,929,2016-08
Rahuri,Bottle Gourd,63,100,833,467,2016-08
Rahuri,Flower,95,400,2080,1240,2016-08
Rahuri,Cluster Bean,42,1700,5067,3383,2016-08
Rahuri,Cucumber,228,160,820,490,2016-08
Rahuri,Onion,50728,738,4405,2405,2015-08
Rahuri,Onion,231001,264,973,686,2016-08
Rahuri,Bitter Gourd,40,633,3333,1983,2016-08
Rahuri,Cabbage,141,467,1200,833,2016-08
Rahuri,Shevga,9,1300,1600,1450,2016-08
Rahuri,Tomato,674,255,1682,982,2016-08
Rahuri,Brinjal,80,550,2650,1600,2016-08
Rahuri,Green Chilli,151,1517,3883,2700,2016-08
Rahuri-Vambori,Bajri,21,1402,1427,1415,2015-08
Rahuri-Vambori,Bajri,179,1590,1831,1721,2016-08
Rahuri-Vambori,Wheat(Husked),391,1506,1660,1586,2015-08
Rahuri-Vambori,Wheat(Husked),172,1694,1849,1771,2016-08
Rahuri-Vambori,Sorgum(Jawar),167,1377,1504,1450,2015-08
Rahuri-Vambori,Sorgum(Jawar),287,1400,1673,1560,2016-08
Rahuri-Vambori,Maize,13,1278,1308,1293,2015-08
Rahuri-Vambori,Gram,93,3433,4004,3733,2015-08
Rahuri-Vambori,Gram,79,5826,6697,6262,2016-08
Rahuri-Vambori,Green Gram,315,6660,7513,7108,2015-08
Rahuri-Vambori,Green Gram,1262,4349,4843,4729,2016-08
Rahuri-Vambori,Pigeon Pea (Tur),6,6001,6001,6001,2015-08
Rahuri-Vambori,Pigeon Pea (Tur),7,6167,6267,6217,2016-08
Rahuri-Vambori,Ground Nut Pods (Dry),38,4316,4517,4417,2015-08
Rahuri-Vambori,Ground Nut Pods (Dry),6,4567,4567,4567,2016-08
Rahuri-Vambori,Soybean,24,3125,3132,3128,2015-08
Rahuri-Vambori,Soybean,13,2651,3226,2938,2016-08
Rahuri-Vambori,Onion,12623,1667,5008,3958,2015-08
Rahuri-Vambori,Onion,95214,150,935,573,2016-08
Sangamner,Bajri,788,1328,1652,1555,2015-08
Sangamner,Bajri,206,1661,1950,1838,2016-08
Sangamner,Wheat(Husked),981,1612,1920,1738,2015-08
Sangamner,Wheat(Husked),172,1737,1936,1853,2016-08
Sangamner,Sorgum(Jawar),201,1592,1692,1654,2015-08
Sangamner,Sorgum(Jawar),78,1634,1736,1704,2016-08
Sangamner,Maize,13,1450,1450,1450,2015-08
Sangamner,Maize,12,1550,1550,1550,2016-08
Sangamner,Rice(Paddy-Hus),7,1550,1550,1550,2016-08
Sangamner,Gram,295,4017,4296,4169,2015-08
Sangamner,Gram,104,5818,6572,6202,2016-08
Sangamner,Matki,1,5900,5900,5900,2016-08
Sangamner,Green Gram,9,6030,6205,6105,2016-08
Sangamner,Soybean,127,3000,3200,3100,2015-08
Sangamner,Soybean,8,3050,3436,3250,2016-08
Sangamner,Pomegranate,3413,1362,7314,4339,2015-08
Sangamner,Pomegranate,13170,1000,10665,7398,2016-08
Sangamner,Onion,13413,1708,5265,3487,2015-08
Sangamner,Onion,99174,300,1117,753,2016-08
Sangamner,Tomato,276100,345,1128,737,2015-08
Sangamner,Tomato,54191,559,1098,886,2016-08
Shevgaon,Bajri,428,1380,1513,1513,2015-08
Shevgaon,Bajri,1010,1474,1759,1759,2016-08
Shevgaon,Wheat(Husked),436,1468,1644,1644,2015-08
Shevgaon,Wheat(Husked),224,1636,1808,1808,2016-08
Shevgaon,Sorgum(Jawar),1510,1383,1718,1718,2015-08
Shevgaon,Sorgum(Jawar),1836,1650,1959,1959,2016-08
Shevgaon,Maize,58,1275,1325,1325,2015-08
Shevgaon,Gram,17,3567,3850,3850,2015-08
Shevgaon,Gram,44,6046,6662,6662,2016-08
Shevgaon,Green Gram,78,3967,4217,4217,2016-08
Shevgaon-Bodhegaon,Bajri,91,1275,1368,1368,2015-08
Shevgaon-Bodhegaon,Bajri,1330,1521,1697,1697,2016-08
Shevgaon-Bodhegaon,Wheat(Husked),69,1621,1671,1671,2015-08
Shevgaon-Bodhegaon,Wheat(Husked),29,1631,1677,1677,2016-08
Shevgaon-Bodhegaon,Sorgum(Jawar),520,1425,1526,1526,2015-08
Shevgaon-Bodhegaon,Sorgum(Jawar),1859,1623,1817,1817,2016-08
Shevgaon-Bodhegaon,Gram,2,3500,3500,3500,2015-08
Shevgaon-Bodhegaon,Gram,50,5944,6183,6183,2016-08
Shevgaon-Bodhegaon,Green Gram,111,4582,4791,4791,2016-08
Shevgaon-Bodhegaon,Pigeon Pea (Tur),5,6067,6067,6067,2016-08
Shrigonda,Bajri,47,1650,1800,1700,2016-08
Shrigonda,Wheat(Husked),119,1700,1964,1836,2016-08
Shrigonda,Sorgum(Jawar),202,1670,2100,1850,2016-08
Shrigonda,Maize,6,1483,1483,1483,2016-08
Shrigonda,Cowpea,5,6050,6050,6050,2016-08
Shrigonda,Gram,31,5300,6275,5850,2016-08
Shrigonda,Green Gram,10,5100,5100,5100,2016-08
Shrigonda,Black Gram,39,4900,5200,5150,2016-08
Shrigonda,Lemon,799,3208,3900,3519,2016-08
Shrigonda,Onion,26,500,500,500,2016-08
Shrirampur,Bajri,66,1436,1490,1461,2015-08
Shrirampur,Bajri,12,1582,1771,1662,2016-08
Shrirampur,Wheat(Husked),658,1428,1648,1546,2015-08
Shrirampur,Wheat(Husked),89,1591,1931,1754,2016-08
Shrirampur,Sorgum(Jawar),187,1558,1808,1698,2015-08
Shrirampur,Sorgum(Jawar),276,1470,1695,1616,2016-08
Shrirampur,Maize,17,1332,1341,1336,2015-08
Shrirampur,Maize,2,1425,1425,1425,2016-08
Shrirampur,Rice(Paddy-Hus),4,1172,1172,1172,2015-08
Shrirampur,Gram,186,3422,4100,3963,2015-08
Shrirampur,Gram,78,5258,5875,5638,2016-08
Shrirampur,Green Gram,24,6317,6786,6711,2015-08
Shrirampur,Green Gram,23,4529,4692,4609,2016-08
Shrirampur,Black Gram,1,8200,8200,8200,2015-08
Shrirampur,Ground Nut Pods (Dry),29,3100,3940,3550,2015-08
Shrirampur,Ground Nut Pods (Dry),53,3500,4500,4000,2016-08
Shrirampur,Soybean,5,3000,3100,3050,2015-08
Shrirampur,Soybean,9,2500,3251,3200,2016-08
Shrirampur,Chikoo,110,1029,1441,1235,2015-08
Shrirampur,Pomegranate,191,2643,3643,3143,2015-08
Shrirampur,Pomegranate,135,3421,4474,3947,2016-08
Shrirampur,Water Melon,62,713,931,822,2015-08
Shrirampur,Water Melon,41,800,1075,950,2016-08
Shrirampur,Lemon,100,1452,1952,1702,2015-08
Shrirampur,Lemon,68,1900,2825,2385,2016-08
Shrirampur,Mosambi,80,2083,3042,2596,2015-08
Shrirampur,Mosambi,84,3058,4083,3550,2016-08
Shrirampur,Papai,65,976,1353,1165,2015-08
Shrirampur,Papai,3,1000,2000,1500,2016-08
Shrirampur,Custard Apple,89,1900,2700,2300,2015-08
Shrirampur,Ginger (Fresh),268,3175,3675,3425,2015-08
Shrirampur,Ginger (Fresh),412,1786,2469,2131,2016-08
Shrirampur,Potato,1570,600,800,700,2015-08
Shrirampur,Potato,1945,1390,1657,1524,2016-08
Shrirampur,Ladies Finger,135,1157,1638,1398,2015-08
Shrirampur,Ladies Finger,131,1176,1695,1426,2016-08
Shrirampur,Squash Gourd,27,889,1289,1100,2016-08
Shrirampur,Bottle Gourd,63,640,840,740,2015-08
Shrirampur,Bottle Gourd,100,619,829,724,2016-08
Shrirampur,Flower,102,838,1067,952,2015-08
Shrirampur,Flower,99,855,1110,983,2016-08
Shrirampur,Cluster Bean,55,1735,2412,2074,2015-08
Shrirampur,Cluster Bean,55,3129,4029,3579,2016-08
Shrirampur,Cucumber,181,886,1214,1050,2015-08
Shrirampur,Cucumber,165,680,885,785,2016-08
Shrirampur,Onion,55705,1675,5300,4088,2015-08
Shrirampur,Onion,206866,192,942,679,2016-08
Shrirampur,Bitter Gourd,102,1500,2143,1821,2015-08
Shrirampur,Bitter Gourd,65,1500,2147,1824,2016-08
Shrirampur,Cabbage,75,619,819,719,2015-08
Shrirampur,Cabbage,73,700,921,818,2016-08
Shrirampur,Garlic,96,3500,4333,3917,2015-08
Shrirampur,Garlic,196,6900,9400,8400,2016-08
Shrirampur,Capsicum,170,1500,2000,1750,2015-08
Shrirampur,Capsicum,142,2184,3116,2650,2016-08
Shrirampur,Shevga,22,1786,2643,2214,2015-08
Shrirampur,Shevga,49,2143,2893,2518,2016-08
Shrirampur,Tomato,770,1086,1524,1307,2015-08
Shrirampur,Tomato,442,1033,1433,1229,2016-08
Shrirampur,Green-Peas,60,4167,5167,4667,2016-08
Shrirampur,Brinjal,275,952,1367,1160,2015-08
Shrirampur,Brinjal,159,1400,2143,1783,2016-08
Shrirampur,Fenugreek,1,4600,4600,4600,2015-08
Shrirampur,Green Chilli,306,1619,2143,1881,2015-08
Shrirampur,Green Chilli,470,2567,3405,2969,2016-08
Shrirampur-Belapur,Bajri,5,1756,1756,1756,2016-08
Shrirampur-Belapur,Wheat(Husked),62,1267,1433,1350,2015-08
Shrirampur-Belapur,Wheat(Husked),176,1628,1663,1645,2016-08
Shrirampur-Belapur,Sorgum(Jawar),1,1500,1500,1500,2016-08
Shrirampur-Belapur,Maize,29,1200,1300,1250,2015-08
Shrirampur-Belapur,Gram,9,2500,2700,2600,2015-08
Shrirampur-Belapur,Gram,2,4300,4300,4300,2016-08
Shrirampur-Belapur,Green Gram,2,4150,4150,4150,2016-08
Ahmednagar,Bajri,258,1616,1797,1716,2015-12
Ahmednagar,Wheat(Husked),914,1686,2069,1883,2015-12
Ahmednagar,Sorgum(Jawar),3028,1674,2182,1960,2015-12
Ahmednagar,Maize,639,1455,1521,1490,2015-12
Ahmednagar,Cowpea,3,4250,4250,4250,2015-12
Ahmednagar,Gram,317,4400,4905,4694,2015-12
Ahmednagar,Horse Gram,11,8200,8850,8538,2015-12
Ahmednagar,Matki,10,7333,7667,7505,2015-12
Ahmednagar,Green Gram,42,7300,7592,7453,2015-12
Ahmednagar,Pigeon Pea (Tur),513,7313,8760,8271,2015-12
Ahmednagar,Black Gram,66,8100,9086,8626,2015-12
Ahmednagar,Green Peas (Dry),355,2000,3650,2825,2015-12
Ahmednagar,Soybean,17,2700,3550,3125,2015-12
Ahmednagar,Pomegranate,382,1250,6500,3875,2015-12
Ahmednagar,Lemon,168,888,2750,1844,2015-12
Ahmednagar,Mosambi,109,1250,3250,2000,2015-12
Ahmednagar,Orange,343,650,2350,1475,2015-12
Ahmednagar,Custard Apple,60,1100,3750,2375,2015-12
Ahmednagar,Ginger (Fresh),78,1857,3000,2429,2015-12
Ahmednagar,Potato,1962,545,1136,841,2015-12
Ahmednagar,Ladies Finger,435,1300,3500,2400,2015-12
Ahmednagar,Bottle Gourd,80,380,1380,880,2015-12
Ahmednagar,Flower,898,636,2682,1659,2015-12
Ahmednagar,Carrot,263,813,1963,1356,2015-12
Ahmednagar,Cluster Bean,65,3818,6136,4977,2015-12
Ahmednagar,Ghevda,59,1889,3500,2694,2015-12
Ahmednagar,Ghosali(Bhaji),35,714,2571,1643,2015-12
Ahmednagar,Cucumber,562,500,1309,905,2015-12
Ahmednagar,Onion,332038,130,2218,1390,2015-12
Ahmednagar,Bitter Gourd,95,1778,3833,2806,2015-12
Ahmednagar,Cabbage,714,518,1473,995,2015-12
Ahmednagar,Garlic,65,8091,12200,10636,2015-12
Ahmednagar,Maize(Corn.),61,525,825,675,2015-12
Ahmednagar,Capsicum,99,1400,2900,2150,2015-12
Ahmednagar,Spinach,1257,2,3,2,2015-12
Ahmednagar,Tomato,1167,550,2240,1395,2015-12
Ahmednagar,Brinjal,373,773,2909,1841,2015-12
Ahmednagar,Green Chilli,797,1167,3167,2278,2015-12
Ahmednagar,Chillies(Red),428,6950,11813,9504,2015-12
Akole,Bajri,40,1375,1750,1563,2014-12
Akole,Bajri,37,1350,1850,1619,2015-12
Akole,Paddy-Unhusked,346,1400,1800,1625,2014-12
Akole,Paddy-Unhusked,358,1475,1825,1607,2015-12
Akole,Wheat(Husked),55,1500,1900,1675,2014-12
Akole,Wheat(Husked),207,1475,1900,1663,2015-12
Akole,Maize,49,1367,1533,1433,2015-12
Akole,Bhagar/Vari,59,2000,2600,2400,2014-12
Akole,Gram,9,3200,3300,3235,2014-12
Akole,Gram,12,3300,4250,3650,2015-12
Akole,Soybean,975,2825,3125,3000,2014-12
Akole,Soybean,741,3000,3500,3250,2015-12
Akole,Onion,1624,238,2075,1204,2014-12
Akole,Onion,1957,148,1615,929,2015-12
Akole,Tomato,13727,272,867,522,2014-12
Akole,Tomato,49,400,1100,850,2015-12
Jamkhed,Cotton,44199,3950,4033,3991,2014-12
Jamkhed,Bajri,846,1300,1488,1394,2014-12
Jamkhed,Bajri,370,1600,1833,1716,2015-12
Jamkhed,Wheat(Husked),155,1879,2231,2055,2014-12
Jamkhed,Wheat(Husked),119,1872,2272,2073,2015-12
Jamkhed,Sorgum(Jawar),5095,1800,3136,2468,2014-12
Jamkhed,Sorgum(Jawar),12999,1603,2598,2100,2015-12
Jamkhed,Gram,131,3530,3755,3642,2015-12
Jamkhed,Pigeon Pea (Tur),534,4808,5050,4929,2014-12
Jamkhed,Pigeon Pea (Tur),1664,7985,8824,8404,2015-12
Jamkhed,Black Gram,151,4889,5331,5110,2014-12
Jamkhed,Black Gram,3,9150,9700,9425,2015-12
Jamkhed,Soybean,651,3000,3217,3108,2014-12
Jamkhed,Soybean,547,3213,3635,3424,2015-12
Jamkhed,Onion,13454,133,2133,1133,2014-12
Jamkhed,Onion,11121,206,2172,1189,2015-12
Kopargaon,Bajri,864,1056,1464,1378,2014-12
Kopargaon,Bajri,183,1621,1747,1713,2015-12
Kopargaon,Wheat(Husked),864,1427,1678,1568,2014-12
Kopargaon,Wheat(Husked),605,1475,1693,1615,2015-12
Kopargaon,Sorgum(Jawar),6,1636,1636,1636,2014-12
Kopargaon,Sorgum(Jawar),67,1319,1540,1448,2015-12
Kopargaon,Maize,5159,903,1097,1036,2014-12
Kopargaon,Maize,3362,1308,1439,1402,2015-12
Kopargaon,Gram,421,1983,2698,2463,2014-12
Kopargaon,Gram,153,3537,4229,4088,2015-12
Kopargaon,Green Gram,18,6734,7259,6759,2014-12
Kopargaon,Pigeon Pea (Tur),16,6213,7113,6844,2015-12
Kopargaon,Soybean,1507,2945,3247,3199,2014-12
Kopargaon,Soybean,542,3065,3626,3594,2015-12
Kopargaon,Onion,854,368,1401,1056,2014-12
Kopargaon,Onion,12729,466,1588,1388,2015-12
Newasa,Cotton,1042,4050,4090,4070,2014-12
Newasa,Bajri,33,1327,1335,1331,2014-12
Newasa,Bajri,15,1419,1419,1419,2015-12
Newasa,Wheat(Husked),239,1463,1525,1494,2014-12
Newasa,Wheat(Husked),188,1543,1593,1568,2015-12
Newasa,Sorgum(Jawar),2,1600,1600,1600,2015-12
Newasa,Maize,18,1310,1310,1310,2014-12
Newasa,Maize,50,1383,1408,1392,2015-12
Newasa,Gram,12,3175,3175,3175,2014-12
Newasa,Gram,53,3442,3500,3467,2015-12
Newasa,Pigeon Pea (Tur),78,6183,7083,6633,2015-12
Newasa-Ghodegaon,Onion,218543,300,1992,1515,2014-12
Newasa-Ghodegaon,Onion,284305,246,1962,1531,2015-12
Parner,Onion,76135,600,2081,1373,2014-12
Parner,Onion,92028,567,1929,1460,2015-12
Pathardi,Cotton,8835,3752,4022,3900,2014-12
Pathardi,Cotton,950,4030,4390,4267,2015-12
Pathardi,Bajri,330,1260,1492,1361,2014-12
Pathardi,Wheat(Husked),417,1508,2133,1767,2014-12
Pathardi,Wheat(Husked),505,1547,2142,1818,2015-12
Pathardi,Sorgum(Jawar),147,1550,2000,1717,2014-12
Pathardi,Sorgum(Jawar),374,1571,1871,1684,2015-12
Pathardi,Gram,12,2250,2800,2250,2014-12
Pathardi,Gram,34,3580,4200,4020,2015-12
Pathardi,Pigeon Pea (Tur),13,4800,5000,4900,2014-12
Pathardi,Pigeon Pea (Tur),133,7900,8720,8270,2015-12
Pathardi,Onion,7563,150,1770,900,2014-12
Pathardi,Onion,4212,369,1894,1333,2015-12
Rahata,Bajri,112,1151,1273,1206,2014-12
Rahata,Bajri,28,1425,1445,1425,2015-12
Rahata,Wheat(Husked),765,1499,1611,1541,2014-12
Rahata,Wheat(Husked),584,1461,1601,1519,2015-12
Rahata,Sorgum(Jawar),25,1360,1486,1368,2014-12
Rahata,Sorgum(Jawar),139,1421,1458,1431,2015-12
Rahata,Maize,1316,955,1056,985,2014-12
Rahata,Maize,1153,1322,1368,1342,2015-12
Rahata,Gram,98,2156,2481,2206,2014-12
Rahata,Gram,28,3762,3968,3763,2015-12
Rahata,Green Peas (Dry),32,2667,3250,2883,2014-12
Rahata,Green Peas (Dry),36,3567,3967,3744,2015-12
Rahata,Ground Nut Pods (Dry),1,4000,4000,4000,2014-12
Rahata,Soybean,268,3063,3205,3119,2014-12
Rahata,Soybean,78,3515,3581,3542,2015-12
Rahata,Bor,103,1119,1492,1264,2014-12
Rahata,Bor,39,1092,1401,1219,2015-12
Rahata,Pomegranate,7132,1479,11067,6917,2014-12
Rahata,Pomegranate,34354,1000,10146,6375,2015-12
Rahata,Lemon,22,2214,2571,2314,2014-12
Rahata,Lemon,15,3591,3773,3682,2015-12
Rahata,Ginger (Fresh),29,3667,4500,3867,2014-12
Rahata,Ginger (Fresh),21,4571,4964,4643,2015-12
Rahata,Potato,215,2150,2558,2317,2014-12
Rahata,Potato,1088,923,1208,1031,2015-12
Rahata,Beet Root,7,2250,2250,2250,2014-12
Rahata,Ladies Finger,19,3100,3850,3363,2014-12
Rahata,Ladies Finger,59,2075,2892,2367,2015-12
Rahata,Bottle Gourd,114,538,851,663,2014-12
Rahata,Bottle Gourd,883,923,1523,1215,2015-12
Rahata,Carrot,44,1282,1655,1382,2014-12
Rahata,Carrot,36,2038,2385,2154,2015-12
Rahata,Cluster Bean,3,4500,4500,4500,2014-12
Rahata,Cluster Bean,2,4000,4000,4000,2015-12
Rahata,Ghevda,9,2875,2938,2875,2014-12
Rahata,Ghevda,13,3423,3423,3423,2015-12
Rahata,Cucumber,43,1860,2500,2240,2014-12
Rahata,Cucumber,134,800,1542,1233,2015-12
Rahata,Onion,24029,429,1871,1321,2014-12
Rahata,Onion,89151,442,2173,1342,2015-12
Rahata,Bitter Gourd,11,2775,3038,2775,2014-12
Rahata,Bitter Gourd,17,1900,2250,1950,2015-12
Rahata,Cabbage,2100,7,11,9,2015-12
Rahata,Garlic,69,2333,3000,2642,2014-12
Rahata,Garlic,35,8643,11679,9464,2015-12
Rahata,Capsicum,30,2818,3727,3182,2014-12
Rahata,Capsicum,107,1385,1912,1600,2015-12
Rahata,Shevga,13,2857,3357,3071,2014-12
Rahata,Shevga,26,2408,2800,2442,2015-12
Rahata,Tomato,168,650,1442,1042,2014-12
Rahata,Tomato,315,850,2071,1507,2015-12
Rahata,Small Gourd,2,1500,1500,1500,2014-12
Rahata,Small Gourd,1,2000,2000,2000,2015-12
Rahata,Walvad,17,2250,2638,2338,2014-12
Rahata,Walvad,1,3300,3300,3300,2015-12
Rahata,Brinjal,62,1597,2392,1992,2014-12
Rahata,Brinjal,69,1146,2138,1662,2015-12
Rahata,Green Chilli,186,1964,2786,2286,2015-12
Rahuri,Bajri,58,1325,1350,1340,2014-12
Rahuri,Wheat(Husked),520,1474,1543,1509,2014-12
Rahuri,Sorgum(Jawar),15,1444,1444,1444,2014-12
Rahuri,Maize,64,1310,1341,1326,2014-12
Rahuri,Gram,1,3175,3175,3175,2014-12
Rahuri,Soybean,2,2700,2775,2740,2014-12
Rahuri,Bor,238,590,1910,1496,2015-12
Rahuri,Chikoo,14,925,2950,1950,2015-12
Rahuri,Pomegranate,267,215,5742,2981,2015-12
Rahuri,Papai,167,245,1203,752,2015-12
Rahuri,Orange,55,204,2021,1125,2015-12
Rahuri,Potato,319,617,1167,878,2015-12
Rahuri,Ladies Finger,36,1100,4600,2850,2015-12
Rahuri,Flower,59,600,3267,1933,2015-12
Rahuri,Carrot,7,1900,2300,2100,2015-12
Rahuri,Cucumber,826,500,1633,1067,2015-12
Rahuri,Onion,55585,136,2014,1079,2014-12
Rahuri,Onion,117887,192,1890,1123,2015-12
Rahuri,Bitter Gourd,11,2267,4300,3283,2015-12
Rahuri,Cabbage,171,240,1160,700,2015-12
Rahuri,Capsicum,17,1333,2333,1833,2015-12
Rahuri,Shevga,28,1400,3333,2367,2015-12
Rahuri,Tomato,305,342,1633,951,2015-12
Rahuri,Brinjal,36,500,3167,1917,2015-12
Rahuri,Green Chilli,60,1800,3175,2500,2015-12
Rahuri-Vambori,Bajri,173,1331,1539,1478,2014-12
Rahuri-Vambori,Bajri,64,1479,1576,1521,2015-12
Rahuri-Vambori,Wheat(Husked),454,1545,1653,1599,2014-12
Rahuri-Vambori,Wheat(Husked),509,1574,1895,1743,2015-12
Rahuri-Vambori,Sorgum(Jawar),141,1683,1989,1836,2014-12
Rahuri-Vambori,Sorgum(Jawar),252,1523,1709,1619,2015-12
Rahuri-Vambori,Maize,882,1010,1106,1057,2014-12
Rahuri-Vambori,Maize,53,1417,1433,1425,2015-12
Rahuri-Vambori,Gram,32,2122,2381,2251,2014-12
Rahuri-Vambori,Gram,11,4131,4225,4178,2015-12
Rahuri-Vambori,Horse Gram,2,2600,2600,2600,2014-12
Rahuri-Vambori,Matki,5,9670,10220,9945,2015-12
Rahuri-Vambori,Green Gram,2,6950,6950,6950,2015-12
Rahuri-Vambori,Pigeon Pea (Tur),57,4309,4440,4428,2014-12
Rahuri-Vambori,Pigeon Pea (Tur),337,8026,8942,8484,2015-12
Rahuri-Vambori,Ground Nut Pods (Dry),24,3427,3443,3435,2014-12
Rahuri-Vambori,Ground Nut Pods (Dry),12,4431,4450,4441,2015-12
Rahuri-Vambori,Soybean,78,3139,3145,3142,2014-12
Rahuri-Vambori,Soybean,61,3600,3634,3617,2015-12
Rahuri-Vambori,Sunflower,32,2658,2946,2802,2014-12
Rahuri-Vambori,Sunflower,11,3399,3399,3399,2015-12
Rahuri-Vambori,Onion,84233,127,2009,1323,2014-12
Rahuri-Vambori,Onion,85335,223,1885,1300,2015-12
Sangamner,Bajri,547,1341,1666,1535,2014-12
Sangamner,Bajri,725,1411,2983,1551,2015-12
Sangamner,Wheat(Husked),616,1500,1764,1618,2014-12
Sangamner,Wheat(Husked),737,1570,1924,1745,2015-12
Sangamner,Sorgum(Jawar),90,1780,1950,1865,2014-12
Sangamner,Sorgum(Jawar),83,1762,1907,1835,2015-12
Sangamner,Maize,106,1330,1330,1330,2014-12
Sangamner,Maize,168,1429,1448,1440,2015-12
Sangamner,Gram,141,3238,3288,3256,2014-12
Sangamner,Gram,94,4028,4239,4169,2015-12
Sangamner,Matki,13,4750,4750,4750,2014-12
Sangamner,Green Gram,7,6000,6000,6000,2014-12
Sangamner,Green Gram,2,7500,7500,7500,2015-12
Sangamner,Pigeon Pea (Tur),15,6467,6467,6467,2015-12
Sangamner,Soybean,129,3129,3258,3193,2014-12
Sangamner,Soybean,80,3399,3501,3468,2015-12
Sangamner,Pomegranate,661,4813,10375,7438,2014-12
Sangamner,Pomegranate,1454,1281,7829,6333,2015-12
Sangamner,Onion,99039,500,2282,1391,2014-12
Sangamner,Onion,142336,500,2216,1561,2015-12
Sangamner,Tomato,27882,505,986,748,2014-12
Sangamner,Tomato,15517,418,1110,853,2015-12
Shevgaon,Cotton,140303,3859,4097,3995,2014-12
Shevgaon,Cotton,1496,4200,4260,4260,2015-12
Shevgaon,Bajri,599,1143,1435,1368,2014-12
Shevgaon,Bajri,801,1332,1589,1589,2015-12
Shevgaon,Wheat(Husked),498,1493,1635,1548,2014-12
Shevgaon,Wheat(Husked),634,1540,1747,1747,2015-12
Shevgaon,Sorgum(Jawar),692,1604,2522,1740,2014-12
Shevgaon,Sorgum(Jawar),1616,1709,1997,1995,2015-12
Shevgaon,Maize,80,1400,1448,1448,2015-12
Shevgaon,Gram,102,3310,3790,3790,2015-12
Shevgaon,Pigeon Pea (Tur),23,4875,4900,4892,2014-12
Shevgaon,Pigeon Pea (Tur),702,8214,8891,8891,2015-12
Shevgaon,Soybean,19,3113,3113,3113,2014-12
Shevgaon-Bodhegaon,Bajri,1047,1124,1345,1266,2014-12
Shevgaon-Bodhegaon,Bajri,1551,1400,1591,1591,2015-12
Shevgaon-Bodhegaon,Wheat(Husked),113,1497,1497,1497,2014-12
Shevgaon-Bodhegaon,Wheat(Husked),13,1700,1750,1750,2015-12
Shevgaon-Bodhegaon,Sorgum(Jawar),712,1573,1790,1694,2014-12
Shevgaon-Bodhegaon,Sorgum(Jawar),1073,1752,1890,1890,2015-12
Shevgaon-Bodhegaon,Maize,159,960,1045,980,2014-12
Shevgaon-Bodhegaon,Maize,21,1400,1400,1400,2015-12
Shevgaon-Bodhegaon,Gram,26,2700,2731,2725,2014-12
Shevgaon-Bodhegaon,Gram,71,3783,4133,4133,2015-12
Shevgaon-Bodhegaon,Matki,4,9233,9233,9233,2015-12
